accession,file_accession,target,dataset_description,replicate_libraries,replicate_antibody,controls,controlled_by,paired_end,paired_with,href,md5sum,fiji_file
ENCSR085QEV,ENCFF321LCC,NBN,NBN ChIP-seq on human K562,ENCLB817KEF,ENCAB543ANT,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF581MDG,/files/ENCFF321LCC/@@download/ENCFF321LCC.fastq.gz,cb6fa618467e164e83e97fe730c25828,fastq/encode/ENCFF321LCC.fastq.gz
ENCSR085QEV,ENCFF854CCC,NBN,NBN ChIP-seq on human K562,ENCLB619XMM,ENCAB543ANT,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF881JDL,/files/ENCFF854CCC/@@download/ENCFF854CCC.fastq.gz,c9f578993971016450788080bfb1619d,fastq/encode/ENCFF854CCC.fastq.gz
ENCSR085QEV,ENCFF581MDG,NBN,NBN ChIP-seq on human K562,ENCLB817KEF,ENCAB543ANT,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF321LCC,/files/ENCFF581MDG/@@download/ENCFF581MDG.fastq.gz,638ef9ba519933b7f6f7fd46e3f93c64,fastq/encode/ENCFF581MDG.fastq.gz
ENCSR086FZL,ENCFF932SKI,KAT8,KAT8 ChIP-seq on human K562,ENCLB686JVZ,ENCAB415SKT,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF005NCE,/files/ENCFF932SKI/@@download/ENCFF932SKI.fastq.gz,9ba58f2a5ea7a8009224a33dc563001f,fastq/encode/ENCFF932SKI.fastq.gz
ENCSR086FZL,ENCFF093OLE,KAT8,KAT8 ChIP-seq on human K562,ENCLB849SFJ,ENCAB415SKT,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF505YGU,/files/ENCFF093OLE/@@download/ENCFF093OLE.fastq.gz,f893e04eadd928f110414f8b2aba5121,fastq/encode/ENCFF093OLE.fastq.gz
ENCSR086FZL,ENCFF505YGU,KAT8,KAT8 ChIP-seq on human K562,ENCLB849SFJ,ENCAB415SKT,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF093OLE,/files/ENCFF505YGU/@@download/ENCFF505YGU.fastq.gz,1d1ea747424d28b07101f720f2022e0f,fastq/encode/ENCFF505YGU.fastq.gz
ENCSR086FZL,ENCFF005NCE,KAT8,KAT8 ChIP-seq on human K562,ENCLB686JVZ,ENCAB415SKT,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF932SKI,/files/ENCFF005NCE/@@download/ENCFF005NCE.fastq.gz,1c9773d68d6e4923be459e93845f48c0,fastq/encode/ENCFF005NCE.fastq.gz
ENCSR090JNM,ENCFF787PGA,HLTF,HLTF ChIP-seq on human K562,ENCLB220ELT,ENCAB902OZZ,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF017GMQ,/files/ENCFF787PGA/@@download/ENCFF787PGA.fastq.gz,da5dfb0c0d466d80456547e41675b557,fastq/encode/ENCFF787PGA.fastq.gz
ENCSR090JNM,ENCFF565HIN,HLTF,HLTF ChIP-seq on human K562,ENCLB261PCM,ENCAB902OZZ,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF873BJL,/files/ENCFF565HIN/@@download/ENCFF565HIN.fastq.gz,850fbd9005993267be7c21d47f202c85,fastq/encode/ENCFF565HIN.fastq.gz
ENCSR090JNM,ENCFF873BJL,HLTF,HLTF ChIP-seq on human K562,ENCLB261PCM,ENCAB902OZZ,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF565HIN,/files/ENCFF873BJL/@@download/ENCFF873BJL.fastq.gz,0f51d775e29574008331685f6995ab66,fastq/encode/ENCFF873BJL.fastq.gz
ENCSR090JNM,ENCFF017GMQ,HLTF,HLTF ChIP-seq on human K562,ENCLB220ELT,ENCAB902OZZ,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF787PGA,/files/ENCFF017GMQ/@@download/ENCFF017GMQ.fastq.gz,dbe4385d1eccd63cc6262390d7d9d390,fastq/encode/ENCFF017GMQ.fastq.gz
ENCSR091GVJ,ENCFF109NTO,eGFP-ATF1,eGFP-ATF1 ChIP-seq on human K562,ENCLB608TSI,ENCAB728YTO,ENCSR097PLG,ENCFF340RXU,fastq_2,ENCFF693JKI,/files/ENCFF109NTO/@@download/ENCFF109NTO.fastq.gz,e83d4c3286bf05cced3f10c7a93b6645,fastq/encode/ENCFF109NTO.fastq.gz
ENCSR091GVJ,ENCFF016FNK,eGFP-ATF1,eGFP-ATF1 ChIP-seq on human K562,ENCLB730PMZ,ENCAB728YTO,ENCSR097PLG,ENCFF340RXU,fastq_2,ENCFF018HQR,/files/ENCFF016FNK/@@download/ENCFF016FNK.fastq.gz,fc091d24e1fcee40075c6c82c482c43e,fastq/encode/ENCFF016FNK.fastq.gz
ENCSR091GVJ,ENCFF693JKI,eGFP-ATF1,eGFP-ATF1 ChIP-seq on human K562,ENCLB608TSI,ENCAB728YTO,ENCSR097PLG,ENCFF698OMK,fastq_1,ENCFF109NTO,/files/ENCFF693JKI/@@download/ENCFF693JKI.fastq.gz,6f5234f3d72ee3da80b3b56a967719c1,fastq/encode/ENCFF693JKI.fastq.gz
ENCSR091GVJ,ENCFF018HQR,eGFP-ATF1,eGFP-ATF1 ChIP-seq on human K562,ENCLB730PMZ,ENCAB728YTO,ENCSR097PLG,ENCFF698OMK,fastq_1,ENCFF016FNK,/files/ENCFF018HQR/@@download/ENCFF018HQR.fastq.gz,279d754d9808341b32be5e093707e806,fastq/encode/ENCFF018HQR.fastq.gz
ENCSR091JXL,ENCFF429KAX,HES1,HES1 ChIP-seq on human K562,ENCLB827SWV,ENCAB724OQW,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF887TVH,/files/ENCFF429KAX/@@download/ENCFF429KAX.fastq.gz,6e6c34cc6e57b76e393f84a0e29ec93b,fastq/encode/ENCFF429KAX.fastq.gz
ENCSR091JXL,ENCFF600EDO,HES1,HES1 ChIP-seq on human K562,ENCLB696JWA,ENCAB724OQW,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF583IRH,/files/ENCFF600EDO/@@download/ENCFF600EDO.fastq.gz,eb0d19d2b0c9da658a959b72afc7cbc0,fastq/encode/ENCFF600EDO.fastq.gz
ENCSR091JXL,ENCFF887TVH,HES1,HES1 ChIP-seq on human K562,ENCLB827SWV,ENCAB724OQW,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF429KAX,/files/ENCFF887TVH/@@download/ENCFF887TVH.fastq.gz,0bd42a11feb24f9dd92ea4663bbd2e02,fastq/encode/ENCFF887TVH.fastq.gz
ENCSR091JXL,ENCFF583IRH,HES1,HES1 ChIP-seq on human K562,ENCLB696JWA,ENCAB724OQW,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF600EDO,/files/ENCFF583IRH/@@download/ENCFF583IRH.fastq.gz,c673e5bbc9d533f36b1179c60452d6bd,fastq/encode/ENCFF583IRH.fastq.gz
ENCSR093FKD,ENCFF565JGI,eGFP-CREB3,eGFP-CREB3 ChIP-seq on human K562,ENCLB660WJW,ENCAB728YTO,ENCSR578SNR,ENCFF783BXZ,fastq_2,ENCFF274ZEZ,/files/ENCFF565JGI/@@download/ENCFF565JGI.fastq.gz,71ce1095cf4eb6285e262595b1224016,fastq/encode/ENCFF565JGI.fastq.gz
ENCSR093FKD,ENCFF199DAD,eGFP-CREB3,eGFP-CREB3 ChIP-seq on human K562,ENCLB894ECJ,ENCAB728YTO,ENCSR578SNR,ENCFF390XLA,fastq_1,ENCFF026WQA,/files/ENCFF199DAD/@@download/ENCFF199DAD.fastq.gz,211b4c2b45703ed5a457c6d924f7f720,fastq/encode/ENCFF199DAD.fastq.gz
ENCSR093FKD,ENCFF026WQA,eGFP-CREB3,eGFP-CREB3 ChIP-seq on human K562,ENCLB894ECJ,ENCAB728YTO,ENCSR578SNR,ENCFF783BXZ,fastq_2,ENCFF199DAD,/files/ENCFF026WQA/@@download/ENCFF026WQA.fastq.gz,fb93c1c7642e7f6f4bc443077acd881a,fastq/encode/ENCFF026WQA.fastq.gz
ENCSR093FKD,ENCFF274ZEZ,eGFP-CREB3,eGFP-CREB3 ChIP-seq on human K562,ENCLB660WJW,ENCAB728YTO,ENCSR578SNR,ENCFF390XLA,fastq_1,ENCFF565JGI,/files/ENCFF274ZEZ/@@download/ENCFF274ZEZ.fastq.gz,74905e113c92f3587fc104848e4d4608,fastq/encode/ENCFF274ZEZ.fastq.gz
ENCSR097PLG,ENCFF340RXU,Control,Input control ChIP-seq on human eGFP-ATF1 tagged K562 cell line.,ENCLB664IVC,NA,NA,NA,fastq_2,ENCFF698OMK,/files/ENCFF340RXU/@@download/ENCFF340RXU.fastq.gz,1a2356aaea36526a45edb8ede239e591,fastq/encode/ENCFF340RXU.fastq.gz
ENCSR097PLG,ENCFF698OMK,Control,Input control ChIP-seq on human eGFP-ATF1 tagged K562 cell line.,ENCLB664IVC,NA,NA,NA,fastq_1,ENCFF340RXU,/files/ENCFF698OMK/@@download/ENCFF698OMK.fastq.gz,4ce96625cffdb4d25f438b08737fe7b3,fastq/encode/ENCFF698OMK.fastq.gz
ENCSR099NCH,ENCFF711HKZ,ZNF24,ZNF24 ChIP-seq on human K562,ENCLB972VJM,ENCAB860XUX,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF715IBV,/files/ENCFF711HKZ/@@download/ENCFF711HKZ.fastq.gz,fedf288c5e0c3e7e520ef679755c481d,fastq/encode/ENCFF711HKZ.fastq.gz
ENCSR099NCH,ENCFF890KLF,ZNF24,ZNF24 ChIP-seq on human K562,ENCLB081XLD,ENCAB860XUX,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF645HBN,/files/ENCFF890KLF/@@download/ENCFF890KLF.fastq.gz,175eac97e1896f8a17f5404594e926e4,fastq/encode/ENCFF890KLF.fastq.gz
ENCSR099NCH,ENCFF715IBV,ZNF24,ZNF24 ChIP-seq on human K562,ENCLB972VJM,ENCAB860XUX,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF711HKZ,/files/ENCFF715IBV/@@download/ENCFF715IBV.fastq.gz,cfe4adff9421a1eb4bfaf5b2bd377bed,fastq/encode/ENCFF715IBV.fastq.gz
ENCSR099NCH,ENCFF645HBN,ZNF24,ZNF24 ChIP-seq on human K562,ENCLB081XLD,ENCAB860XUX,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF890KLF,/files/ENCFF645HBN/@@download/ENCFF645HBN.fastq.gz,1ce4a3ab109fd0f379e38d6929e35430,fastq/encode/ENCFF645HBN.fastq.gz
ENCSR100UQX,ENCFF513XHM,TAF9B,TAF9B ChIP-seq on human K562,ENCLB103YYC,ENCAB862MHS,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF451LYL,/files/ENCFF513XHM/@@download/ENCFF513XHM.fastq.gz,740a5e534bda14b2e20fa3f675808b80,fastq/encode/ENCFF513XHM.fastq.gz
ENCSR100UQX,ENCFF571LSL,TAF9B,TAF9B ChIP-seq on human K562,ENCLB104EWS,ENCAB862MHS,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF497SRX,/files/ENCFF571LSL/@@download/ENCFF571LSL.fastq.gz,c75bdbf5f30e018783d567b07fb5fb9b,fastq/encode/ENCFF571LSL.fastq.gz
ENCSR100UQX,ENCFF497SRX,TAF9B,TAF9B ChIP-seq on human K562,ENCLB104EWS,ENCAB862MHS,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF571LSL,/files/ENCFF497SRX/@@download/ENCFF497SRX.fastq.gz,fdab5846f521030ae89bf6656a9c28c3,fastq/encode/ENCFF497SRX.fastq.gz
ENCSR100UQX,ENCFF451LYL,TAF9B,TAF9B ChIP-seq on human K562,ENCLB103YYC,ENCAB862MHS,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF513XHM,/files/ENCFF451LYL/@@download/ENCFF451LYL.fastq.gz,da7e78cc5e14defc39a18129998919d7,fastq/encode/ENCFF451LYL.fastq.gz
ENCSR106FRG,ENCFF998YDA,TAL1,TAL1 ChIP-seq on human K562,ENCLB709SXN,ENCAB012ZTC,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF768SQO,/files/ENCFF998YDA/@@download/ENCFF998YDA.fastq.gz,58da3268a0a894099760909c469edff2,fastq/encode/ENCFF998YDA.fastq.gz
ENCSR106FRG,ENCFF768SQO,TAL1,TAL1 ChIP-seq on human K562,ENCLB709SXN,ENCAB012ZTC,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF998YDA,/files/ENCFF768SQO/@@download/ENCFF768SQO.fastq.gz,579adbea5ed9d050c5536c737967c74f,fastq/encode/ENCFF768SQO.fastq.gz
ENCSR106FRG,ENCFF145TXO,TAL1,TAL1 ChIP-seq on human K562,ENCLB983GRU,ENCAB012ZTC,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF793WFY,/files/ENCFF145TXO/@@download/ENCFF145TXO.fastq.gz,dfe11503168adfdec3506459f75cdc2e,fastq/encode/ENCFF145TXO.fastq.gz
ENCSR106FRG,ENCFF793WFY,TAL1,TAL1 ChIP-seq on human K562,ENCLB983GRU,ENCAB012ZTC,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF145TXO,/files/ENCFF793WFY/@@download/ENCFF793WFY.fastq.gz,c56e6e3079657100f3c18304878c387a,fastq/encode/ENCFF793WFY.fastq.gz
ENCSR107GRP,ENCFF789UDV,MLLT1,MLLT1 ChIP-seq on human K562,ENCLB240GID,ENCAB650PBW,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF135KOW,/files/ENCFF789UDV/@@download/ENCFF789UDV.fastq.gz,25fdbda495ac6ce7f81164978eb34478,fastq/encode/ENCFF789UDV.fastq.gz
ENCSR107GRP,ENCFF994RSC,MLLT1,MLLT1 ChIP-seq on human K562,ENCLB321MJU,ENCAB650PBW,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF755BUR,/files/ENCFF994RSC/@@download/ENCFF994RSC.fastq.gz,8b92407fef037e90761403b436d595ff,fastq/encode/ENCFF994RSC.fastq.gz
ENCSR107GRP,ENCFF755BUR,MLLT1,MLLT1 ChIP-seq on human K562,ENCLB321MJU,ENCAB650PBW,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF994RSC,/files/ENCFF755BUR/@@download/ENCFF755BUR.fastq.gz,49080364d184a8d1b76a5846f90268b8,fastq/encode/ENCFF755BUR.fastq.gz
ENCSR107GRP,ENCFF135KOW,MLLT1,MLLT1 ChIP-seq on human K562,ENCLB240GID,ENCAB650PBW,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF789UDV,/files/ENCFF135KOW/@@download/ENCFF135KOW.fastq.gz,e1c56285e82a750fe68d3934f374127f,fastq/encode/ENCFF135KOW.fastq.gz
ENCSR107RHZ,ENCFF011GGX,YBX1,YBX1 ChIP-seq on human K562,ENCLB651CYS,ENCAB493UWX,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF183DJQ,/files/ENCFF011GGX/@@download/ENCFF011GGX.fastq.gz,6a02a3f3e820fd6407ca37d296e8c8a6,fastq/encode/ENCFF011GGX.fastq.gz
ENCSR107RHZ,ENCFF079PYC,YBX1,YBX1 ChIP-seq on human K562,ENCLB344DXR,ENCAB493UWX,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF909OVD,/files/ENCFF079PYC/@@download/ENCFF079PYC.fastq.gz,3538e79850d2aee94540f949edd0ce1b,fastq/encode/ENCFF079PYC.fastq.gz
ENCSR107RHZ,ENCFF183DJQ,YBX1,YBX1 ChIP-seq on human K562,ENCLB651CYS,ENCAB493UWX,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF011GGX,/files/ENCFF183DJQ/@@download/ENCFF183DJQ.fastq.gz,d2e908ab3ce3d493c2f398da39536e26,fastq/encode/ENCFF183DJQ.fastq.gz
ENCSR107RHZ,ENCFF909OVD,YBX1,YBX1 ChIP-seq on human K562,ENCLB344DXR,ENCAB493UWX,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF079PYC,/files/ENCFF909OVD/@@download/ENCFF909OVD.fastq.gz,412257c54199d89e332d384cb911e0a8,fastq/encode/ENCFF909OVD.fastq.gz
ENCSR108OFV,ENCFF144ZOK,Control,Input control ChIP-seq on human eGFP-ZNF512 tagged K562 cell ine.,ENCLB365EOZ,NA,NA,ENCFF096LLU,fastq_1,ENCFF514OKS,/files/ENCFF144ZOK/@@download/ENCFF144ZOK.fastq.gz,86ad9421a244696ad610b0e017c75924,fastq/encode/ENCFF144ZOK.fastq.gz
ENCSR108OFV,ENCFF514OKS,Control,Input control ChIP-seq on human eGFP-ZNF512 tagged K562 cell ine.,ENCLB365EOZ,NA,NA,ENCFF096LLU,fastq_2,ENCFF144ZOK,/files/ENCFF514OKS/@@download/ENCFF514OKS.fastq.gz,2f13695b6c19857c05aea242da639a91,fastq/encode/ENCFF514OKS.fastq.gz
ENCSR109YGM,ENCFF002EIQ,CREB3L1,CREB3L1 ChIP-seq on human K562,ENCLB300HOB,ENCAB336DFB,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF002EIT,/files/ENCFF002EIQ/@@download/ENCFF002EIQ.fastq.gz,ce0fe7a0dfd556d276028d177ca3e297,fastq/encode/ENCFF002EIQ.fastq.gz
ENCSR109YGM,ENCFF002EIT,CREB3L1,CREB3L1 ChIP-seq on human K562,ENCLB300HOB,ENCAB336DFB,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF002EIQ,/files/ENCFF002EIT/@@download/ENCFF002EIT.fastq.gz,1305ac3312d80b91487f65532d47194a,fastq/encode/ENCFF002EIT.fastq.gz
ENCSR109YGM,ENCFF002EIN,CREB3L1,CREB3L1 ChIP-seq on human K562,ENCLB488XXX,ENCAB336DFB,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF002EIS,/files/ENCFF002EIN/@@download/ENCFF002EIN.fastq.gz,a8dcf129ab2894b6700c2caef459b695,fastq/encode/ENCFF002EIN.fastq.gz
ENCSR109YGM,ENCFF002EIS,CREB3L1,CREB3L1 ChIP-seq on human K562,ENCLB488XXX,ENCAB336DFB,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF002EIN,/files/ENCFF002EIS/@@download/ENCFF002EIS.fastq.gz,00f452d141011fb991fc54b83af4d748,fastq/encode/ENCFF002EIS.fastq.gz
ENCSR113LAS,ENCFF887TWQ,MTA2,MTA2 ChIP-seq on human K562,ENCLB820SCT,ENCAB744GOI,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF374EZV,/files/ENCFF887TWQ/@@download/ENCFF887TWQ.fastq.gz,1ea14147f96fdab2e6614a64452d19c0,fastq/encode/ENCFF887TWQ.fastq.gz
ENCSR113LAS,ENCFF697STR,MTA2,MTA2 ChIP-seq on human K562,ENCLB281FLC,ENCAB744GOI,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF766QOB,/files/ENCFF697STR/@@download/ENCFF697STR.fastq.gz,a847ce904c322894c5baeedda0b5144c,fastq/encode/ENCFF697STR.fastq.gz
ENCSR113LAS,ENCFF766QOB,MTA2,MTA2 ChIP-seq on human K562,ENCLB281FLC,ENCAB744GOI,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF697STR,/files/ENCFF766QOB/@@download/ENCFF766QOB.fastq.gz,01c2562d976dea65e8adaed002deb397,fastq/encode/ENCFF766QOB.fastq.gz
ENCSR113LAS,ENCFF374EZV,MTA2,MTA2 ChIP-seq on human K562,ENCLB820SCT,ENCAB744GOI,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF887TWQ,/files/ENCFF374EZV/@@download/ENCFF374EZV.fastq.gz,f4136ea8108af7fd46d80acf665be8a4,fastq/encode/ENCFF374EZV.fastq.gz
ENCSR115BBC,ENCFF158TRB,ASH1L,ASH1L ChIP-seq on human K562,ENCLB606IZY,ENCAB573MXX,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF737EQI,/files/ENCFF158TRB/@@download/ENCFF158TRB.fastq.gz,afc3d13fd06502dd18f455c81a0d518c,fastq/encode/ENCFF158TRB.fastq.gz
ENCSR115BBC,ENCFF993LLQ,ASH1L,ASH1L ChIP-seq on human K562,ENCLB334TKZ,ENCAB573MXX,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF235JMI,/files/ENCFF993LLQ/@@download/ENCFF993LLQ.fastq.gz,a21c80540d44c6600d1705516693d6a9,fastq/encode/ENCFF993LLQ.fastq.gz
ENCSR115BBC,ENCFF235JMI,ASH1L,ASH1L ChIP-seq on human K562,ENCLB334TKZ,ENCAB573MXX,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF993LLQ,/files/ENCFF235JMI/@@download/ENCFF235JMI.fastq.gz,c552dcbdfaf2830b81d35ebd4c864e0f,fastq/encode/ENCFF235JMI.fastq.gz
ENCSR115BBC,ENCFF737EQI,ASH1L,ASH1L ChIP-seq on human K562,ENCLB606IZY,ENCAB573MXX,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF158TRB,/files/ENCFF737EQI/@@download/ENCFF737EQI.fastq.gz,da955f5a1495bb4df9153e76dc9f55bc,fastq/encode/ENCFF737EQI.fastq.gz
ENCSR115SMW,ENCFF755HHM,PKNOX1,PKNOX1 ChIP-seq on human K562,ENCLB968GQF,ENCAB000ATJ,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF292YNE,/files/ENCFF755HHM/@@download/ENCFF755HHM.fastq.gz,5c94c97283c36b75d150263500a38a4b,fastq/encode/ENCFF755HHM.fastq.gz
ENCSR115SMW,ENCFF921VOK,PKNOX1,PKNOX1 ChIP-seq on human K562,ENCLB342XMG,ENCAB000ATJ,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF871SUI,/files/ENCFF921VOK/@@download/ENCFF921VOK.fastq.gz,3660f89b9863ec81a7e584a7510a43bf,fastq/encode/ENCFF921VOK.fastq.gz
ENCSR115SMW,ENCFF871SUI,PKNOX1,PKNOX1 ChIP-seq on human K562,ENCLB342XMG,ENCAB000ATJ,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF921VOK,/files/ENCFF871SUI/@@download/ENCFF871SUI.fastq.gz,a656484cb7843dff489b1aad9142eb1a,fastq/encode/ENCFF871SUI.fastq.gz
ENCSR115SMW,ENCFF292YNE,PKNOX1,PKNOX1 ChIP-seq on human K562,ENCLB968GQF,ENCAB000ATJ,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF755HHM,/files/ENCFF292YNE/@@download/ENCFF292YNE.fastq.gz,0c9c1a65bb2e467d9b76c87fd3aac252,fastq/encode/ENCFF292YNE.fastq.gz
ENCSR117WTM,ENCFF718HUU,eGFP-ZNF24,eGFP-ZNF24 ChIP-seq on human K562,ENCLB753TOI,ENCAB728YTO,ENCSR329YMD,ENCFF338LYQ,fastq_1,ENCFF615CRG,/files/ENCFF718HUU/@@download/ENCFF718HUU.fastq.gz,752e737305f19b2879bffd1bcc10087c,fastq/encode/ENCFF718HUU.fastq.gz
ENCSR117WTM,ENCFF977AJQ,eGFP-ZNF24,eGFP-ZNF24 ChIP-seq on human K562,ENCLB849NCQ,ENCAB728YTO,ENCSR329YMD,ENCFF338LYQ,fastq_1,ENCFF157JAL,/files/ENCFF977AJQ/@@download/ENCFF977AJQ.fastq.gz,c7fbb69322bbfbc3ad2f9b2df86fe08e,fastq/encode/ENCFF977AJQ.fastq.gz
ENCSR117WTM,ENCFF615CRG,eGFP-ZNF24,eGFP-ZNF24 ChIP-seq on human K562,ENCLB753TOI,ENCAB728YTO,ENCSR329YMD,ENCFF746XJG,fastq_2,ENCFF718HUU,/files/ENCFF615CRG/@@download/ENCFF615CRG.fastq.gz,10079ff5c9f5ce1a12f1d8729db1f18c,fastq/encode/ENCFF615CRG.fastq.gz
ENCSR117WTM,ENCFF157JAL,eGFP-ZNF24,eGFP-ZNF24 ChIP-seq on human K562,ENCLB849NCQ,ENCAB728YTO,ENCSR329YMD,ENCFF746XJG,fastq_2,ENCFF977AJQ,/files/ENCFF157JAL/@@download/ENCFF157JAL.fastq.gz,b1d58db82a0bba168e6f238a9e7ea365,fastq/encode/ENCFF157JAL.fastq.gz
ENCSR119ULQ,ENCFF783FQX,NCOA4,NCOA4 ChIP-seq on human K562,ENCLB536NKD,ENCAB793TME,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF403AAR,/files/ENCFF783FQX/@@download/ENCFF783FQX.fastq.gz,48141a7a9119720756efde8c56d30fab,fastq/encode/ENCFF783FQX.fastq.gz
ENCSR119ULQ,ENCFF432ECI,NCOA4,NCOA4 ChIP-seq on human K562,ENCLB356ZNT,ENCAB793TME,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF425OTY,/files/ENCFF432ECI/@@download/ENCFF432ECI.fastq.gz,2a476b8d64d5288883c43e132426529f,fastq/encode/ENCFF432ECI.fastq.gz
ENCSR119ULQ,ENCFF425OTY,NCOA4,NCOA4 ChIP-seq on human K562,ENCLB356ZNT,ENCAB793TME,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF432ECI,/files/ENCFF425OTY/@@download/ENCFF425OTY.fastq.gz,a7b0fbf537fed0fb2c1bc775df1d1bd1,fastq/encode/ENCFF425OTY.fastq.gz
ENCSR119ULQ,ENCFF403AAR,NCOA4,NCOA4 ChIP-seq on human K562,ENCLB536NKD,ENCAB793TME,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF783FQX,/files/ENCFF403AAR/@@download/ENCFF403AAR.fastq.gz,9b08d3762cdedb2de04e41c4a36ef308,fastq/encode/ENCFF403AAR.fastq.gz
ENCSR119VCX,ENCFF356VYM,PHF21A,PHF21A ChIP-seq on human K562,ENCLB431QCU,ENCAB814YYA,ENCSR658AGP,ENCFF368UOC,fastq_2,ENCFF282GIL,/files/ENCFF356VYM/@@download/ENCFF356VYM.fastq.gz,77311060c1079b5c17d5869db84e4dc0,fastq/encode/ENCFF356VYM.fastq.gz
ENCSR119VCX,ENCFF282GIL,PHF21A,PHF21A ChIP-seq on human K562,ENCLB431QCU,ENCAB814YYA,ENCSR658AGP,ENCFF410PHD,fastq_1,ENCFF356VYM,/files/ENCFF282GIL/@@download/ENCFF282GIL.fastq.gz,28863095fbd1efd26a709d540470deb8,fastq/encode/ENCFF282GIL.fastq.gz
ENCSR119VCX,ENCFF025MOI,PHF21A,PHF21A ChIP-seq on human K562,ENCLB298JJW,ENCAB814YYA,ENCSR658AGP,ENCFF240DTE,fastq_1,ENCFF608JOK,/files/ENCFF025MOI/@@download/ENCFF025MOI.fastq.gz,4f1e1ac3a8eddf29b9a68d379d2c5eef,fastq/encode/ENCFF025MOI.fastq.gz
ENCSR119VCX,ENCFF608JOK,PHF21A,PHF21A ChIP-seq on human K562,ENCLB298JJW,ENCAB814YYA,ENCSR658AGP,ENCFF608MDV,fastq_2,ENCFF025MOI,/files/ENCFF608JOK/@@download/ENCFF608JOK.fastq.gz,eb7d2bf38bf1037f8c67ed56d4d4327e,fastq/encode/ENCFF608JOK.fastq.gz
ENCSR120MPG,ENCFF758VSS,PRDM10,PRDM10 ChIP-seq on human K562,ENCLB459FUL,ENCAB587QKH,ENCSR658AGP,ENCFF240DTE,fastq_1,ENCFF234PZS,/files/ENCFF758VSS/@@download/ENCFF758VSS.fastq.gz,81ef69105237c7a842d8a9b944767221,fastq/encode/ENCFF758VSS.fastq.gz
